상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,PNU코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도,PARIS_ID,DISTANCE
MA010120220800082825,프레이그런트디,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41550,안성시,41550510,안성1동,4155010200,숭인동,4155010200100880000,1,대지,88,,경기도 안성시 숭인동 88,415503208049,경기도 안성시 혜산로,37,24,4155010200100880000019270,동신아파트,경기도 안성시 혜산로 37-24,456708,17588,,1,,127.275135168499,37.0126529322893,35,811.9536456975471
MA010120220801470725,에덴제과,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41550,안성시,41550530,안성3동,4155011400,금산동,4155011400100480000,1,대지,48,,경기도 안성시 금산동 48,415502000021,경기도 안성시 안성맞춤대로,1101,,4155011400100480000022090,,경기도 안성시 안성맞춤대로 1101,456310,17580,,,,127.269766951478,37.0111511612911,35,449.02625549045496
MA010120220801508589,아브아저씨,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41550,안성시,41550520,안성2동,4155011800,석정동,4155011800102580009,1,대지,258,9,경기도 안성시 석정동 258-9,415504424394,경기도 안성시 석정2길,18,,4155011800102580009000001,,경기도 안성시 석정2길 18,456240,17578,,1,,127.261225351893,37.0089896262505,35,704.5403141977733
MA010120220801509909,뚜레주르안성금산점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41550,안성시,41550530,안성3동,4155011400,금산동,4155011400100810002,1,대지,81,2,경기도 안성시 금산동 81-2,415503208015,경기도 안성시 대학로,74,,4155011400100810002023069,주은청설아파트,경기도 안성시 대학로 74,456704,17569,,,,127.266842972119,37.0149089244445,35,122.194668845028
MA010120220801511999,와이블랙,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41550,안성시,41550530,안성3동,4155011500,연지동,4155011500101180000,1,대지,118,,경기도 안성시 연지동 118,415502000021,경기도 안성시 안성맞춤대로,1076,,4155011500101180000021797,,경기도 안성시 안성맞춤대로 1076,456320,17589,,,,127.2702110727,37.009360617184,35,626.7371604862116
MA010120220801518570,뚜레쥬르안성당왕점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41550,안성시,41550530,안성3동,4155012500,당왕동,4155012500104620001,1,대지,462,1,경기도 안성시 당왕동 462-1,415503208007,경기도 안성시 고수2로,24,,4155012500104620001019883,태영아파트상가,경기도 안성시 고수2로 24,456767,17571,,1,,127.258536806333,37.0150826085423,35,686.3437373178821
MA010120220803142652,제이쿠키,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41550,안성시,41550510,안성1동,4155010500,구포동,4155010500100620000,1,대지,62,,경기도 안성시 구포동 62,415504424631,경기도 안성시 중앙로411번길,57,,4155010500100620000022790,,경기도 안성시 중앙로411번길 57,456070,17589,,2,,127.273142893018,37.0094597108454,35,798.5240480955781
MA010120220803252737,꽃품은설기,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41550,안성시,41550530,안성3동,4155011600,대천동,4155011600101470000,1,대지,147,,경기도 안성시 대천동 147,415504424625,경기도 안성시 중앙로379번길,13,,4155011600101470000021473,,경기도 안성시 중앙로379번길 13,456330,17580,,1,,127.268963429571,37.0082265095383,35,685.557581152575
MA010120220806908685,명랑시대쌀핫도그오산누읍점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56199,간이 음식 포장 판매 전문점,41,경기도,41370,오산시,41370560,초평동,4137012000,누읍동,4137012000105320000,1,대지,532,,경기도 오산시 누읍동 532,413703210137,경기도 오산시 발안로,1356,3,4137012000105320000010400,세란빌딩,경기도 오산시 발안로 1356-3,447160,18127,,,,127.047654613892,37.1410681275381,36,43.84997763994982
MA010120220801467137,케익나라,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41220,평택시,41220560,송북동,4122011000,지산동,4122011000107550008,1,대지,755,8,경기도 평택시 지산동 755-8,412203188104,경기도 평택시 탄현로,326,1,4122011000107550008008455,,경기도 평택시 탄현로 326-1,459110,17757,,,,127.056184938068,37.0813654071433,3,749.9910252011996
MA010120220805104988,풍년제과,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41220,평택시,41220560,송북동,4122011000,지산동,4122011000107560056,1,대지,756,56,경기도 평택시 지산동 756-56,412204364774,경기도 평택시 탄현로326번길,19,,4122011000107560056008516,,경기도 평택시 탄현로326번길 19,459110,17757,,1,,127.057009577843,37.0810745972556,3,672.7063994556648
MA010120220810290116,베이커리밀종,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41220,평택시,41220550,지산동,4122011000,지산동,4122011000106870000,1,대지,687,,경기도 평택시 지산동 687,412203188046,경기도 평택시 송탄공원로,91,,4122011000106870000010908,하이웨이마트,경기도 평택시 송탄공원로 91,459110,17762,,,,127.059166568864,37.0758111645662,3,682.7905363827379
MA010120220811047404,송탄명품찹쌀꽈배기,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",41,경기도,41220,평택시,41220560,송북동,4122011100,독곡동,4122011100104880000,1,대지,488,,경기도 평택시 독곡동 488,412203188089,경기도 평택시 지산로,85,,4122011100104880000001179,우남빌딩,경기도 평택시 지산로 85,459801,17720,,1,,127.064258287722,37.0806183711417,3,49.44269591972558
MA010120220801383265,베이커리세상,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41590,화성시,41590259,향남읍,4159025922,향남읍,4159025922101390005,1,대지,139,5,경기도 화성시 향남읍 발안리 139-5,415904430509,경기도 화성시 향남읍 발안남로55번길,27,,4159025922101390005009914,,경기도 화성시 향남읍 발안남로55번길 27,445923,18594,,,,126.904943920564,37.129977565358,4,386.93355723799306
MA010120220802852318,Biscuit비스퀴,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41590,화성시,41590259,향남읍,4159025939,향남읍,4159025939104350002,1,대지,435,2,경기도 화성시 향남읍 행정리 435-2,415903210120,경기도 화성시 향남읍 행정중앙2로,33,,4159025939102770000000001,성지프라자,경기도 화성시 향남읍 행정중앙2로 33,445926,18598,,,,126.919146210065,37.1300087906635,4,903.3164026059819
MA010120220805231883,오브베이커리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41590,화성시,41590259,향남읍,4159025939,향남읍,4159025939104350004,1,대지,435,4,경기도 화성시 향남읍 행정리 435-4,415903210120,경기도 화성시 향남읍 행정중앙2로,39,,4159025939102650000000001,태성메디컬프라자,경기도 화성시 향남읍 행정중앙2로 39,445926,18598,,1,,126.919675727411,37.1299685624969,4,950.426340374869
MA010120220808474687,뚜레쥬르향남성지점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41590,화성시,41590259,향남읍,4159025939,향남읍,4159025939104350002,1,대지,435,2,경기도 화성시 향남읍 행정리 435-2,415903210120,경기도 화성시 향남읍 행정중앙2로,33,,4159025939102770000000001,성지프라자,경기도 화성시 향남읍 행정중앙2로 33,445926,18598,,1,,126.919146210065,37.1300087906635,4,903.3164026059819
MA010120220812230183,디저트리브레,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41590,화성시,41590259,향남읍,4159025939,향남읍,4159025939104470005,1,대지,447,5,경기도 화성시 향남읍 행정리 447-5,415904431347,경기도 화성시 향남읍 행정서로1길,43,2,4159025939104470005000001,,경기도 화성시 향남읍 행정서로1길 43-2,445926,18598,,1,,126.914550237831,37.1287322869219,4,555.928974309037
MA010120220802275469,와우찹쌀꽈배기,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41550,안성시,41550400,죽산면,4155040021,죽산면,4155040021104970002,1,대지,497,2,경기도 안성시 죽산면 죽산리 497-2,415503208065,경기도 안성시 죽산면 죽주로,266,,4155040021104970002008671,,경기도 안성시 죽산면 죽주로 266,456894,17519,,,,127.424554367222,37.07541622166,5,86.25107508367144
MA010120220803211015,뚜레쥬르안성죽산점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41550,안성시,41550400,죽산면,4155040021,죽산면,4155040021105600005,1,대지,560,5,경기도 안성시 죽산면 죽산리 560-5,415504424076,경기도 안성시 죽산면 구교동길,2,,4155040021105600005000001,,경기도 안성시 죽산면 구교동길 2,456894,17519,,2,,127.418124421859,37.0735465250885,5,523.6987345164126
MA010120220806029079,농협베이커리코너,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41550,안성시,41550400,죽산면,4155040021,죽산면,4155040021101010001,1,대지,101,1,경기도 안성시 죽산면 죽산리 101-1,415504424573,경기도 안성시 죽산면 장원남산길,11,,4155040021101010001000001,,경기도 안성시 죽산면 장원남산길 11,456894,17519,,1,,127.427209659607,37.0752668682798,5,308.9863535128423
MA010120220800687618,미우당,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300105580007,1,대지,558,7,경기도 오산시 원동 558-7,413704394064,경기도 오산시 밀머리로21번길,1,,4137010300105580007013048,,경기도 오산시 밀머리로21번길 1,447804,18144,,,,127.074601839057,37.1401011151111,6,917.4401059494072
MA010120220801388128,뚜레쥬르오산,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300103600017,1,대지,360,17,경기도 오산시 원동 360-17,413702012013,경기도 오산시 경기대로,155,,4137010300103600017011799,신한프라자A,경기도 오산시 경기대로 155,447805,18143,,,,127.073100149621,37.1386385917089,6,708.6489433567865
MA010120220803447611,몽브레드,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137012400,갈곶동,4137012400102070000,1,대지,207,,경기도 오산시 갈곶동 207,413703198031,경기도 오산시 오산로,28,,4137012400102070000006397,,경기도 오산시 오산로 28,447310,18146,,1,,127.06789371427,37.1290639964763,6,470.958783539897
MA010120220804047554,오브네,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300109010001,1,대지,901,1,경기도 오산시 원동 901-1,413702012013,경기도 오산시 경기대로,78,5,4137010300109010001000001,오산원동힐스테이트,경기도 오산시 경기대로 78-5,447060,18145,,1,,127.072801610139,37.1317427463549,6,384.7391373824176
MA010120220804607104,디저트39오산원동점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56221,커피 전문점,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300104040013,1,대지,404,13,경기도 오산시 원동 404-13,413704394105,경기도 오산시 오산로132번길,28,19,4137010300104040013001513,승희프라자,경기도 오산시 오산로132번길 28-19,447805,18143,,,,127.072722445006,37.1382301372081,6,652.4160457310707
MA010120220806158061,체리쉬,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300109060000,1,대지,906,,경기도 오산시 원동 906,413702012013,경기도 오산시 경기대로,114,,4137010300104970001016863,미소지움아파트,경기도 오산시 경기대로 114,447060,18145,,1,,127.073672503791,37.1350836723372,6,472.37664333675167
MA010120220810207138,신세계푸드이베이커리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300103600006,1,대지,360,6,경기도 오산시 원동 360-6,413702012013,경기도 오산시 경기대로,181,,4137010300103600006015713,오산이마트,경기도 오산시 경기대로 181,447805,18143,,1,,127.072692861526,37.1406538966401,6,892.4380603631313
MA010120220810553886,뚜레쥬르오산,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137012400,갈곶동,4137012400103420000,1,대지,342,,경기도 오산시 갈곶동 342,413702012005,경기도 오산시 동부대로,332,6,4137012400103420000000228,,경기도 오산시 동부대로 332-6,447310,18151,,,,127.078882213352,37.1314837718567,6,907.563127746044
MA010120220811132762,디저트39오산갈곶점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137012400,갈곶동,4137012400101260017,1,대지,126,17,경기도 오산시 갈곶동 126-17,413703198031,경기도 오산시 오산로,65,,4137012400101260017004325,심안빌딩,경기도 오산시 오산로 65,447310,18147,,1,,127.068897860455,37.1325321610382,6,77.13653585944029
MA010120220813394814,수작쿠키,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300108070000,1,대지,807,,경기도 오산시 원동 807,413702012013,경기도 오산시 경기대로,99,17,4137010300108070000011607,동부삼환아파트상가,경기도 오산시 경기대로 99-17,447713,18146,,,,127.070562082835,37.1335724895671,6,153.98057986498316
MA010120220813473156,송사부수제쌀고로케이마트,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56199,간이 음식 포장 판매 전문점,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300103600006,1,대지,360,6,경기도 오산시 원동 360-6,413702012013,경기도 오산시 경기대로,181,,4137010300103600006015713,오산이마트,경기도 오산시 경기대로 181,447805,18143,,1,,127.072692861526,37.1406538966401,6,892.4380603631313
MA010120220813689629,설송원망개떡오,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300105770003,1,대지,577,3,경기도 오산시 원동 577-3,413703198017,경기도 오산시 밀머리로,64,,4137010300105790000012535,다짐프라자,경기도 오산시 밀머리로 64,447804,18144,,1,,127.077115313464,37.1370389072675,6,844.196858497987
MA0101202212A0085668,맘스케잌청주오믈렛,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300103820001,1,대지,382,1,경기도 오산시 원동 382-1,413704394008,경기도 오산시 경기대로148번길,25,,4137010300103820001000003,희망주택,경기도 오산시 경기대로148번길 25,447805,18144,,1,,127.075573038397,37.1370629341864,6,730.7724168124333
MA010120220800687618,미우당,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300105580007,1,대지,558,7,경기도 오산시 원동 558-7,413704394064,경기도 오산시 밀머리로21번길,1,,4137010300105580007013048,,경기도 오산시 밀머리로21번길 1,447804,18144,,,,127.074601839057,37.1401011151111,7,768.195310056781
MA010120220801388128,뚜레쥬르오산,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300103600017,1,대지,360,17,경기도 오산시 원동 360-17,413702012013,경기도 오산시 경기대로,155,,4137010300103600017011799,신한프라자A,경기도 오산시 경기대로 155,447805,18143,,,,127.073100149621,37.1386385917089,7,694.1363000167632
MA010120220804047554,오브네,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300109010001,1,대지,901,1,경기도 오산시 원동 901-1,413702012013,경기도 오산시 경기대로,78,5,4137010300109010001000001,오산원동힐스테이트,경기도 오산시 경기대로 78-5,447060,18145,,1,,127.072801610139,37.1317427463549,7,504.2577352990176
MA010120220804607104,디저트39오산원동점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56221,커피 전문점,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300104040013,1,대지,404,13,경기도 오산시 원동 404-13,413704394105,경기도 오산시 오산로132번길,28,19,4137010300104040013001513,승희프라자,경기도 오산시 오산로132번길 28-19,447805,18143,,,,127.072722445006,37.1382301372081,7,681.1317735814158
MA010120220806158061,체리쉬,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300109060000,1,대지,906,,경기도 오산시 원동 906,413702012013,경기도 오산시 경기대로,114,,4137010300104970001016863,미소지움아파트,경기도 오산시 경기대로 114,447060,18145,,1,,127.073672503791,37.1350836723372,7,406.02627116908354
MA010120220807416652,못난이꽈배기오산고현점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56199,간이 음식 포장 판매 전문점,41,경기도,41370,오산시,41370570,대원동,4137012200,고현동,4137012200100500005,1,대지,50,5,경기도 오산시 고현동 50-5,413702012003,경기도 오산시 남부대로,450,,4137012200100500005000238,,경기도 오산시 남부대로 450,447320,18151,,1,,127.083722856971,37.1332514243797,7,516.9443117755422
MA010120220810207138,신세계푸드이베이커리,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300103600006,1,대지,360,6,경기도 오산시 원동 360-6,413702012013,경기도 오산시 경기대로,181,,4137010300103600006015713,오산이마트,경기도 오산시 경기대로 181,447805,18143,,1,,127.072692861526,37.1406538966401,7,899.6388869595768
MA010120220810553886,뚜레쥬르오산,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137012400,갈곶동,4137012400103420000,1,대지,342,,경기도 오산시 갈곶동 342,413702012005,경기도 오산시 동부대로,332,6,4137012400103420000000228,,경기도 오산시 동부대로 332-6,447310,18151,,,,127.078882213352,37.1314837718567,7,262.7883764441953
MA010120220811132762,디저트39오산갈곶점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137012400,갈곶동,4137012400101260017,1,대지,126,17,경기도 오산시 갈곶동 126-17,413703198031,경기도 오산시 오산로,65,,4137012400101260017004325,심안빌딩,경기도 오산시 오산로 65,447310,18147,,1,,127.068897860455,37.1325321610382,7,810.7153269147598
MA010120220813394814,수작쿠키,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300108070000,1,대지,807,,경기도 오산시 원동 807,413702012013,경기도 오산시 경기대로,99,17,4137010300108070000011607,동부삼환아파트상가,경기도 오산시 경기대로 99-17,447713,18146,,,,127.070562082835,37.1335724895671,7,652.5634788954534
MA010120220813473156,송사부수제쌀고로케이마트,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56199,간이 음식 포장 판매 전문점,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300103600006,1,대지,360,6,경기도 오산시 원동 360-6,413702012013,경기도 오산시 경기대로,181,,4137010300103600006015713,오산이마트,경기도 오산시 경기대로 181,447805,18143,,1,,127.072692861526,37.1406538966401,7,899.6388869595768
MA010120220813689629,설송원망개떡오,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300105770003,1,대지,577,3,경기도 오산시 원동 577-3,413703198017,경기도 오산시 밀머리로,64,,4137010300105790000012535,다짐프라자,경기도 오산시 밀머리로 64,447804,18144,,1,,127.077115313464,37.1370389072675,7,375.95940539528885
MA0101202211A0005217,명랑시대쌀핫도그오산고현점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56194,김밥 및 기타 간이 음식점업,41,경기도,41370,오산시,41370570,대원동,4137012200,고현동,4137012200100120000,1,대지,12,,경기도 오산시 고현동 12,413702012005,경기도 오산시 동부대로,332,13,4137012200100120000017076,,경기도 오산시 동부대로 332-13,447320,18151,,,,127.080250032507,37.1328460624771,7,228.1582190228053
MA0101202212A0085668,맘스케잌청주오믈렛,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300103820001,1,대지,382,1,경기도 오산시 원동 382-1,413704394008,경기도 오산시 경기대로148번길,25,,4137010300103820001000003,희망주택,경기도 오산시 경기대로148번길 25,447805,18144,,1,,127.075573038397,37.1370629341864,7,426.0829110082214
MA010120220800687618,미우당,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300105580007,1,대지,558,7,경기도 오산시 원동 558-7,413704394064,경기도 오산시 밀머리로21번길,1,,4137010300105580007013048,,경기도 오산시 밀머리로21번길 1,447804,18144,,,,127.074601839057,37.1401011151111,8,205.69071747926824
MA010120220801348481,케익하우스필제과점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300108150009,1,대지,815,9,경기도 오산시 원동 815-9,413703198011,경기도 오산시 대원로,72,,4137010300108150009008660,운암주공프라자,경기도 오산시 대원로 72,447060,18140,,,,127.076453443827,37.1461169591782,8,874.2499438005567
MA010120220801388128,뚜레쥬르오산,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300103600017,1,대지,360,17,경기도 오산시 원동 360-17,413702012013,경기도 오산시 경기대로,155,,4137010300103600017011799,신한프라자A,경기도 오산시 경기대로 155,447805,18143,,,,127.073100149621,37.1386385917089,8,190.80103280052347
MA010120220804047554,오브네,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300109010001,1,대지,901,1,경기도 오산시 원동 901-1,413702012013,경기도 오산시 경기대로,78,5,4137010300109010001000001,오산원동힐스테이트,경기도 오산시 경기대로 78-5,447060,18145,,1,,127.072801610139,37.1317427463549,8,761.6660507948313
MA010120220804607104,디저트39오산원동점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56221,커피 전문점,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300104040013,1,대지,404,13,경기도 오산시 원동 404-13,413704394105,경기도 오산시 오산로132번길,28,19,4137010300104040013001513,승희프라자,경기도 오산시 오산로132번길 28-19,447805,18143,,,,127.072722445006,37.1382301372081,8,221.1105465993662
MA010120220805507702,천안옛날호두과자,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010100,오산동,4137010100106800010,1,대지,680,10,경기도 오산시 오산동 680-10,413703198029,경기도 오산시 역광장로,45,,4137010100106800010004221,,경기도 오산시 역광장로 45,447802,18137,,,,127.067376724559,37.1445950988687,8,984.882882865281
MA010120220806158061,체리쉬,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300109060000,1,대지,906,,경기도 오산시 원동 906,413702012013,경기도 오산시 경기대로,114,,4137010300104970001016863,미소지움아파트,경기도 오산시 경기대로 114,447060,18145,,1,,127.073672503791,37.1350836723372,8,384.62916722332574
MA010120220807416652,못난이꽈배기오산고현점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56199,간이 음식 포장 판매 전문점,41,경기도,41370,오산시,41370570,대원동,4137012200,고현동,4137012200100500005,1,대지,50,5,경기도 오산시 고현동 50-5,413702012003,경기도 오산시 남부대로,450,,4137012200100500005000238,,경기도 오산시 남부대로 450,447320,18151,,1,,127.083722856971,37.1332514243797,8,941.341454557668
MA010120220800687618,미우당,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300105580007,1,대지,558,7,경기도 오산시 원동 558-7,413704394064,경기도 오산시 밀머리로21번길,1,,4137010300105580007013048,,경기도 오산시 밀머리로21번길 1,447804,18144,,,,127.074601839057,37.1401011151111,9,403.6526015629732
MA010120220801348481,케익하우스필제과점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300108150009,1,대지,815,9,경기도 오산시 원동 815-9,413703198011,경기도 오산시 대원로,72,,4137010300108150009008660,운암주공프라자,경기도 오산시 대원로 72,447060,18140,,,,127.076453443827,37.1461169591782,9,738.3027456901367
MA010120220801388128,뚜레쥬르오산,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300103600017,1,대지,360,17,경기도 오산시 원동 360-17,413702012013,경기도 오산시 경기대로,155,,4137010300103600017011799,신한프라자A,경기도 오산시 경기대로 155,447805,18143,,,,127.073100149621,37.1386385917089,9,400.53705283954207
MA010120220802460651,뚜레쥬르오산역점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010100,오산동,4137010100106030033,1,대지,603,33,경기도 오산시 오산동 603-33,413703198029,경기도 오산시 역광장로,55,,4137010100106030033001344,동일빌딩,경기도 오산시 역광장로 55,447801,18137,,,,127.067446219982,37.1453525786107,9,499.3228947736899
MA010120220800646482,오산스마일마카롱,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370510,중앙동,4137010100,오산동,4137010100109240001,1,대지,924,1,경기도 오산시 오산동 924-1,413703198035,경기도 오산시 운천로,80,5,4137010100109410000014188,,경기도 오산시 운천로 80-5,447010,18133,,,,127.075419623165,37.1496682868213,14,606.0602320903292
MA010120220801348481,케익하우스필제과점,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370570,대원동,4137010300,원동,4137010300108150009,1,대지,815,9,경기도 오산시 원동 815-9,413703198011,경기도 오산시 대원로,72,,4137010300108150009008660,운암주공프라자,경기도 오산시 대원로 72,447060,18140,,,,127.076453443827,37.1461169591782,14,933.4551389854776
MA010120220801385649,케익하우스,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370510,중앙동,4137010100,오산동,4137010100101090001,1,대지,109,1,경기도 오산시 오산동 109-1,413703198035,경기도 오산시 운천로,115,,4137010100101090001000001,,경기도 오산시 운천로 115,447800,18134,,1,,127.074149312322,37.1532177555991,14,458.45140784236503
MA010120220801390528,보리수제과,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370510,중앙동,4137010100,오산동,4137010100109170002,1,대지,917,2,경기도 오산시 오산동 917-2,413703198034,경기도 오산시 운암로,125,,4137010100109170002012203,,경기도 오산시 운암로 125,447010,18134,,,,127.078469008713,37.1571982830374,14,335.8837609016098
MA010120220802472688,달아,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370510,중앙동,4137010900,은계동,4137010900100070031,1,대지,7,31,경기도 오산시 은계동 7-31,413703198046,경기도 오산시 현충로,95,,4137010900100070000013406,,경기도 오산시 현충로 95,447300,18131,,,,127.077694268386,37.1607336158163,14,734.9334047867017
MA010120220803196826,마르메종,,I2,음식,I210,기타 간이,I21001,빵/도넛,I56191,제과점업,41,경기도,41370,오산시,41370510,중앙동,4137010100,오산동,4137010100104280002,1,대지,428,2,경기도 오산시 오산동 428-2,413703198031,경기도 오산시 오산로,300,,4137010100104280002003649,대원약국,경기도 오산시 오산로 300,447800,18136,,1,,127.068817950622,37.1537436868129,14,918.5228900653932
